id,level,sr_no,raw,kanji,hiragana,meaning,hint,sentence,supporting_word_1,supporting_word_2,page_no
1115,N1,1115,ピンセット,ピンセット,ピンセット,"tweezers, forceps","From French “pincette”, From Dutch, Flemish “pincet” ( tools used for picking up objects too small to be easily handled with the human hands)",,,"(From French “pincette”, From Dutch, Flemish “pincet” ( tools used for picking up objects too small to be easily handled with the human hands))",121.0
1116,N1,1116,ぴんぴん＊＊,ぴんぴん,ぴんぴん,"lively, energetic",元気,,,(元気),50.0
1117,N1,1117,ファザコン,ファザコン,ファザコン,father complex,,,,,120.0
1118,N1,1118,不要想,不要想,ふようそう,"Unnecessary, pointless, superfluous",,不要想を持ちすぎて、ストレスを感じてしまいます。,,を持ちすぎて、ストレスを感じてしまいます。,13.0
1119,N1,1119,不意(な),不意,ふい,"Sudden, unexpected",突然、驚いて,不意に①子供が飛び出してきた。②ヒルミさんが大声を出した。,,に①子供が飛び出してきた。②ヒルミさんが大声を出した。(突然、驚いて),54.0
1120,N1,1120,風習,風習,ふうしゅう,"Custom, tradition",,,,,76.0
1121,N1,1121,風疹,風疹,ふうしん,Rubella,,,,,25.0
1122,N1,1122,風土,風土,ふうど,"Local customs, climate",,,,,76.0
1123,N1,1123,不可欠,不可欠,ふかけつ,"Essential, indispensable",,,,,95.0
1124,N1,1124,不気味,不気味,ぶきみ,"weird, ominous, creepy",気味が悪い、見ていて気分が悪くなる,夜の森は真っ黒で不気味です。,夜の森は真っ黒で,です。(気味が悪い、見ていて気分が悪くなる),38.0
1125,N1,1125,副業,副業,ふくぎょう,"Side job, sideline",,,,,124.0
1126,N1,1126,老ける,老ける,ふける,"To age, grow old",年をとって見える、実年齢は関係無い、『老け顔』,,,(年をとって見える、実年齢は関係無い、『老け顔』),31.0
1127,N1,1127,不細工,不細工,ぶさいく,Lack of physical attractiveness,"姿、形が悪い、格好が悪い、(+ve, ぶさかわ猫、犬)",不細工な顔,,"な顔(姿、形が悪い、格好が悪い、(+ve, ぶさかわ猫、犬))",38.0
1128,N1,1128,相応しい＊,相応しい,ふさわしい,"appropriate, suitable",面接と 葬式の服,医者になるとして相応しい。,医者になるとして,。(面接と 葬式の服),14.0
1129,N1,1129,不正,不正,ふせい,"Wrongdoing, irregularity",,,,,74.0
1130,N1,1130,不通,不通,ふつう,"Interruption, suspension of service",,,,,74.0
1131,N1,1131,物体,物体,ぶったい,"Object, thing",,,,,73.0
1132,N1,1132,踏み込む＊,踏み込む,ふみこむ,"To step into, enter (a situation)",,,,,128.0
1133,N1,1133,不明,不明,ふめい,"Unknown, unclear",分からない点,ご不明な点,ご,な点(分からない点),74.0
1134,N1,1134,プラス,プラス,プラス,"plus, addition",マイナス,,,(マイナス),124.0
1135,N1,1135,プラスα,プラスα,プラスアルファ,"something extra, something on top, icing on the cake​",,,,,124.0
1136,N1,1136,ふらふら＊＊,ふらふら,ふらふら,"①unsteadily (e.g. on one's feet), shakily ②wavering (in one's mind)",頭が変、子供、お酒飲み過ぎて,,,(頭が変、子供、お酒飲み過ぎて),50.0
1137,N1,1137,ブランド,ブランド,ブランド,brand,,,,,122.0
1138,N1,1138,フリーター,フリーター,フリーター,Freeter (young person working temporary jobs),,,,,124.0
1139,N1,1139,振り返る＊,振り返る,ふりかえる,"To look back, reflect",過去を見る,,,(過去を見る),129.0
1140,N1,1140,不良,不良,ふりょう,"Delinquent, troublemaker",,,,,74.0
1141,N1,1141,震わす,震わす,ふるわす,"To shake, tremble (transitive)",,,,,92.0
1142,N1,1142,震わせる,震わせる,ふるわせる,"To shake, tremble (causative form)",,,,,92.0
1143,N1,1143,触れ合う＊,触れ合う,ふれあう,"To interact with, come into contact with",,旅行よりも深く自然と触れ合う～えるちょっとした田舎暮らし。,旅行よりも深く自然と,～えるちょっとした田舎暮らし。,131.0
1144,N1,1144,無礼,無礼,ぶれい,"Rudeness, impoliteness, discourtesy",,無礼な言動は避けるべきです。,,な言動は避けるべきです。,13.0
1145,N1,1145,ブレイク,ブレイク,ブレイク,break (rest),,,,,122.0
1146,N1,1146,プレゼン,プレゼン,プレゼン,presentation,,,,,120.0
1147,N1,1147,プレッシャー,プレッシャー,プレッシャー,pressure,,,,,123.0
1148,N1,1148,ぶれる＊＊,ぶれる,ぶれる,"to be blurred (due to motion, of a photo, video, etc.)",ずれている、手ぶれ写真 (惚ける=はっきり見えない、黒板の字が惚けて見える),①写真が②あなたの考え方はぶれる①～ている。②～ているよ！,①写真が②あなたの考え方は,①～ている。②～ているよ！(ずれている、手ぶれ写真 (惚ける=はっきり見えない、黒板の字が惚けて見える)),32.0
1149,N1,1149,分業,分業,ぶんぎょう,Division of labor,,,,,76.0
1150,N1,1150,ふんだん(な)＊＊,ふんだん,ふんだん,"plentiful, abundant",,,,,58.0
1151,N1,1151,分別,分別,ぶんべつ,"separation (e.g. of rubbish when recycling), classification",意味があるかないか判断できる事,,,(意味があるかないか判断できる事),67.0
1152,N1,1152,分別,分別,ぶんべつ,"separation (e.g. of rubbish when recycling), classification",,,,,67.0
1153,N1,1153,文明,文明,ぶんめい,"Civilization, culture",,,,,70.0
1154,N1,1154,分野,分野,ぶんや,"field, sphere, division",,,,,67.0
1155,N1,1155,ペアルック,ペアルック,ペアルック,matching clothing worn by couples,"Wasei, word made in Japan, From English “pair look”",,,"(Wasei, word made in Japan, From English “pair look”)",124.0
1156,N1,1156,ペーパードライバー,ペーパードライバー,ペーパードライバー,person who has a driving licence but little or no experience actually driving (license)​,"Wasei, word made in Japan, From English “paper driver”",,,"(Wasei, word made in Japan, From English “paper driver”)",124.0
1157,N1,1157,ぺこぺこ＊＊,ぺこぺこ,ぺこぺこ,①bowing repeatedly ②very hungry,まるっきり、①頭を下げる,①頭が②お腹がぺこぺこ①②する。,①頭が②お腹が,①②する。(まるっきり、①頭を下げる),50.0
1158,N1,1158,ベッドタウン,ベッドタウン,ベッドタウン,"commuter town, bedroom community","Wasei, word made in Japan, From English “bed town”",,,"(Wasei, word made in Japan, From English “bed town”)",124.0
1159,N1,1159,ベビーカー,ベビーカー,ベビーカー,"buggy, pushchair",,,,,133.0
1160,N1,1160,謙る,謙る,へりくだる,to deprecate oneself and praise the listener,～態度で接する,彼は謙る～りながら謝罪しました。,彼は,～りながら謝罪しました。(～態度で接する),19.0
1161,N1,1161,経る,経る,へる,"To pass, to elapse, to go by",,,,,92.0
1162,N1,1162,ヘルスメーター,ヘルスメーター,ヘルスメーター,bathroom scales,"Wasei, word made in Japan, From English “health meter”",,,"(Wasei, word made in Japan, From English “health meter”)",124.0
1163,N1,1163,便秘,便秘,べんぴ,Constipation,,適切な食事と水分摂取が便秘を防ぎます。,適切な食事と水分摂取が,を防ぎます。,22.0
1164,N1,1164,報じる,報じる,ほうじる,"To report, inform",,,,,93.0
1165,N1,1165,呆然とする＊,呆然とする,ぼうぜんとする,"overcome with surprise, in blank amazement",,事故現場に呆然とする驚いて声を出さない。,事故現場に,驚いて声を出さない。,30.0
1166,N1,1166,棒に振る＊,棒に振る,ぼうにふる,"To waste, squander",,,,,115.0
1167,N1,1167,方々,方々,ほうぼう,"In various places, everywhere",,,,,51.0
1168,N1,1168,放り込む＊,放り込む,ほうりこむ,"To throw in, toss in",,,,,121.0
1169,N1,1169,放り出す＊,放り出す,ほうりだす,"To throw out, cast away",,,,,128.0
1170,N1,1170,呆ける,呆ける,ぼける,"to be mentally slow, to be childish with age",①あの人の名前なんだったっけ？、②色、形はっきりしない、写真はよく見えない、『ピンボケ』,,,(①あの人の名前なんだったっけ？、②色、形はっきりしない、写真はよく見えない、『ピンボケ』),30.0
1171,N1,1171,母国,母国,ぼこく,Mother country,,,,,76.0
1172,N1,1172,綻びる,綻びる,ほころびる,"To come apart, to open a seam",,,,,138.0
1173,N1,1173,発作,発作,ほっさ,Seizure or fit,急に激しく怒る,,,(急に激しく怒る),23.0
1174,N1,1174,発足,発足,はっそく,"Inauguration, establishment",,,,,76.0
1175,N1,1175,勃々,勃々,ぼつぼつ,"spirited, rising, energetic",,,,,50.0
1176,N1,1176,解ける②,解ける,ほどける,"①to be solved ②to loosen ③to be removed (of restrictions) ④to dissipate (of anger, tension, etc.), to melt away",,①いちばん頭の良い生徒でさえ、その問題は ②靴ひもが ③そのおかげで誤解が④固体が解ける～なかった。②～た。③。④と液体になる。,①いちばん頭の良い生徒でさえ、その問題は ②靴ひもが ③そのおかげで誤解が④固体が,～なかった。②～た。③。④と液体になる。,138.0
1177,N1,1177,程々,程々,ほどほど,moderate,飲み過ぎないように,,,(飲み過ぎないように),49.0
1178,N1,1178,ぼやく＊＊,ぼやく,ぼやく,to complain,不平、不満を言う,『恋人がいない』とぼやく,『恋人がいない』と,(不平、不満を言う),30.0
1179,N1,1179,ぼやける＊＊,ぼやける,ぼやける,"to become dim, to become blurred",はっきりしていない,,,(はっきりしていない),32.0
1180,N1,1180,本音,本音,ほんね,"True feelings, real intention",,,,,76.0
1181,N1,1181,本場,本場,ほんば,"The home, place of origin for a particular skill, activity",,,,,74.0
1182,N1,1182,ポンプ,ポンプ,ポンプ,pump,,,,,133.0
1183,N1,1183,マイナス,マイナス,マイナス,minus,,,,,124.0
1184,N1,1184,前売り＊,前売り,まえうり,Advance sale,,,,,73.0
1185,N1,1185,前置き＊,前置き,まえおき,"preface, introduction",,彼は話を始める前に長い前置きをしました。,彼は話を始める前に長い,をしました。,85.0
1186,N1,1186,前借り＊,前借り,まえがり,Borrowing money in advance,,,,,85.0
1187,N1,1187,前払い#,前払い,まえばらい,Payment in advance,,旅行代金を前払いしました。,旅行代金を,しました。,85.0
1188,N1,1188,前向き＊,前向き,まえむき,"Positive, forward-looking",,,,,85.0
1189,N1,1189,任す,任す,まかす,"To entrust, to leave to a person",人の責任としてAをお願いする、(仕事、リーダーを任す),人にAを任す= 任せる,人にAを,= 任せる(人の責任としてAをお願いする、(仕事、リーダーを任す)),31.0
1190,N1,1190,負かす,負かす,まかす,To defeat,,,,,90.0
1191,N1,1191,紛らわしい,紛らわしい,まぎらわしい,"Confusing, misleading","とても似ていて区別するのが難しい、Pritam, Nayan",,,"(とても似ていて区別するのが難しい、Pritam, Nayan)",38.0
1192,N1,1192,負けず嫌い＊,負けず嫌い,まけずぎらい,"Hating to lose, being competitive",,,,,148.0
1193,N1,1193,間誤付く＊,間誤付く,まごつく,"to be confused, to be flustered",どうすれば良いか分からず、うろうろしてしまう。,行くたびに間誤付く。,行くたびに,。(どうすれば良いか分からず、うろうろしてしまう。),30.0
1194,N1,1194,誠に,誠に,まことに,"indeed, really, absolutely",本当にの丁寧,,,(本当にの丁寧),56.0
1195,N1,1195,マザコン,マザコン,マザコン,being a mama's boy,,,,,120.0
1196,N1,1196,正しく,正しく,まさしく,"certainly, surely, undoubtedly",,,,,56.0
1197,N1,1197,勝る,勝る,まさる,"To excel, to surpass, to exceed",,,,,90.0
1198,N1,1198,交える,交える,まじえる,"To mix, to combine",一緒にやる,文化交える経験は非常に豊かです。,文化,経験は非常に豊かです。(一緒にやる),21.0
1199,N1,1199,況して,況して,まして,"still more, to say nothing of, not to mention",,,,,56.0
1200,N1,1200,交わる,交わる,まじわる,"To cross, to intersect",一緒に入れる事,私たちの道は偶然に交わる～ました。,私たちの道は偶然に,～ました。(一緒に入れる事),21.0
1201,N1,1201,跨る,跨る,またがる,"To straddle, to step or sit with one leg on each side of something (like a horse)",①両足を広げて乗る ②渡る,①自転車、机に ②3年間、橋を跨る。,①自転車、机に ②3年間、橋を,。(①両足を広げて乗る ②渡る),17.0
1202,N1,1202,待ち遠しい＊,待ち遠しい,まちどおしい,"Looking forward to, eagerly anticipating",待っている時間が長く感じる,夏休みが待ち遠しいです。,夏休みが,です。(待っている時間が長く感じる),14.0
1203,N1,1203,待ち望む＊,待ち望む,まちのぞむ,"to wait eagerly for, to look forward to",,彼女は長い間、帰りを待ち望む,彼女は長い間、帰りを,,131.0
1204,N1,1204,区々,区々,まちまち,"various, diverse, different",どこいくかなあ,,,(どこいくかなあ),48.0
1205,N1,1205,正面②(な),正面②,まとも,"Proper, front",①風、愛情をまともに受ける。②真面目な、正しい,正面②①な仕事、人間 ②に相手の顔が見られない。,,①な仕事、人間 ②に相手の顔が見られない。(①風、愛情をまともに受ける。②真面目な、正しい),
1206,N1,1206,マニア,マニア,マニア,enthusiast,,あいつはカーマニアだから、車のことならなんでも知ってるよ。,あいつはカー,だから、車のことならなんでも知ってるよ。,121.0
